GeneName,SARS-CoV-1_L2FC,IAV_L2FC,MERS-CoV_L2FC,HPIV3_L2FC,RSV_L2FC,SARS-CoV-2(Calu-3)_L2FC,SARS-CoV-2(A549)_L2FC,SARS-CoV-2(A549-ACE2)LowMOI_L2FC,SARS-CoV-2(A549-ACE2)HiMOI_L2FC,SARS-CoV-2(A549-ACE2)-Ruxolitinib_L2FC,padj_SARS-CoV-1,padj_IAV,padj_MERS-CoV,padj_HPIV3,padj_RSV,padj_SARS-CoV-2(Calu-3),padj_SARS-CoV-2(A549),padj_SARS-CoV-2(A549-ACE2)LowMOI,padj_SARS-CoV-2(A549-ACE2)HiMOI,padj_SARS-CoV-2(A549-ACE2)-Ruxolitinib
LOC100506668,-0.05713,-0.05137,0.35566,-0.4904609,-0.6429335,-0.7373,-0.11498,0.79171,-0.4158992,-0.2949052,0.84936987,0.93917989,0.11386692,0.42621258,0.30669329,2.97E-06,0.2710663,0.00030908,0.03973101,0.07198142
LOC100506688,-0.00037,-0.13425,-0.0038,0.13224343,-0.1086623,-0.04224,0.59753,0.15551,-0.593171,0.31373015,1,1,1,1,1,0,1,0,1,1
LOC100506710,0.24634,0.01397,-0.26622,0.55091094,0.44781545,0.28672,0.92815,0.39519,0.39520715,0.4333642,0.1322152,0.98302388,0.01355164,0.47227094,0.60064922,0.20298455,2.76E-22,0.04040883,8.69E-05,1.83E-06
LOC100506713,-0.36861,-0.57489,0.11492,-0.5250806,-0.0144899,-0.32525,-0.18841,1.58479,2.37916456,2.39602949,0.27342737,1,0.74791488,1,0.98348696,0.54147303,0.58899473,6.06E-05,1.33E-10,3.48E-11
LOC100506714,-0.07782,-0.15204,0.07023,-0.0157176,0.4888663,0.37177,0.36709,0.14769,0.366494,0.40381058,0.74531532,0.87410183,0.72672742,0.97137124,0.23312387,0.02724566,0.0815189,0.66120368,0.16033042,0.14929099
LOC100506730,0.13035,-0.1014,-0.21114,0.22961624,-0.11842,-0.14699,-0.00113,0.38219,-1.2289533,-0.9209054,0.57913205,1,0.36861127,1,1,0.75772193,0.9971182,0,1,1
LOC100506746,-0.21159,-0.08253,-0.48965,0.25848492,1.04575394,0.4596,0.62243,-0.13055,-0.1186809,-0.3066369,0.47567303,0.93642287,0.0919366,0.70285825,0.10129674,0.36511274,0.02368205,0.83545861,0.78697554,0.48912634
LOC100506776,0.02132,-0.11677,-0.03777,0.09325865,0.81297551,0.11806,-0.46639,-0.97498,-0.2298476,-0.2332527,1,1,1,1,1,0,1,0,1,1
LOC100506795,-0.22011,0,0.40746,0,0,0,0,0,0,0,1,1,0.4251514,1,1,0,1,0,1,1
LOC100506804,-0.12775,0.05004,-0.25399,-0.2942116,-0.0424081,1.00582,-0.01959,-0.36278,0.87157729,0.29164211,1,1,1,1,1,0.04589406,0.96636533,0,1,1
LOC100506810,-0.05494,0,0.26743,0,0.14137161,0.14498,0,-0.10689,-0.1624681,-0.1637694,1,1,1,1,1,0,1,0,1,1
LOC100506834,-0.29811,0,0.10394,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100506844,-0.38217,0.47817,-0.00024,-0.6172849,-1.48087,0.13614,1.03593,-0.02938,0.46099909,0.50161352,0.01244605,0.4295035,0.99918307,0.39964303,0.03400016,0.61279513,4.38E-11,0.96128499,0.04143512,0.04025637
LOC100506874,-0.12898,-0.34172,-0.24807,-0.1058136,-0.7563827,-0.63948,-0.63438,0.14779,-0.5265267,-0.2486118,0.73333401,1,0.50428839,1,1,0,1,0,1,1
LOC100506895,-0.24713,-0.04226,0.74426,0.27726619,0,0,-0.42198,0,-0.4794376,-0.1574628,1,1,1,1,1,0,1,0,1,1
LOC100506963,0.07249,-0.04694,0.22056,-0.7195838,-1.4632595,-0.32845,0.59799,0.82468,-1.120799,-0.5314102,0.88154794,1,0.65098434,0.37113085,0.07277223,0.33039446,0.04249309,0,1,1
LOC100506990,-0.12524,-0.01086,-0.01448,-0.4959116,-0.6881124,-0.41574,0.56491,-1.2789,-0.2927518,0.06212423,0.40259808,0.99032189,0.9366576,0.21788274,0.05290859,0.0500909,0.00111166,0,0.38613111,0.84880442
LOC100507003,0,-0.03441,0,-0.6498223,-0.7177222,-0.00655,-0.22517,0,-0.1438204,-0.144094,1,1,1,1,1,0,1,0,1,1
LOC100507032,0.10188,0.30935,0.17776,-0.2434815,-1.0444677,0.30765,0.13134,-0.16139,-0.7355844,-0.2634419,0.77384154,0.68476308,0.56778602,0.56990927,0.00991581,0.24958848,0.47820658,0.75624364,1,0.5276702
LOC100507053,0.2451,-0.08733,0.05377,0.56338812,0.43790818,1.16848,0.20714,1.19451,1.12101587,1.10636217,0.3741276,1,0.87445915,1,1,0.00082861,0.64703945,0,1,1
LOC100507066,0.1352,-0.08894,0.0553,0,0,0,0,0,0.27023241,0.0407505,1,1,1,1,1,0,1,0,1,1
LOC100507091,-0.089,0,0.09,0.09325865,0,0,-0.12712,0,-0.1624681,-0.1637694,1,1,1,1,1,0,1,0,1,1
LOC100507117,0.08164,0,-0.2782,0.13086122,-0.0682316,0.26013,0.08908,-0.10689,0.01917626,0.18443286,1,1,1,1,1,0,1,0,1,1
LOC100507118,0.07998,0.11159,0.2105,0.43996345,-0.2471252,0.38412,0.18288,0.77189,0.21304408,1.10448132,1,1,1,1,1,0,1,0,1,1
LOC100507140,0,0.09219,0.39528,0,0.14959346,0.15024,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507156,0.17805,-0.11962,-0.24127,0,0,1.36317,0.29293,0,0.44965994,1.08170074,0.49706468,1,0.35370117,1,1,0,1,0,1,1
LOC100507173,0,0.02605,0,0.55338671,-0.0051902,0.78298,0.69804,0.25579,0.82943473,0.89899023,1,1,1,1,1,0.01860971,0.00500222,0,1,1
LOC100507194,0,-0.06913,0,0,0,0,0.23686,0.24659,-0.1624681,-0.1637694,1,1,1,1,1,0,1,0,1,1
LOC100507205,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507206,0,0,0.12531,0,0,0,0,0,0,0.25890683,1,1,1,1,1,0,1,0,1,1
LOC100507217,-0.10306,0.36304,0.32101,0.07081961,-0.2715178,0.24444,0.47515,1.69177,2.72026938,2.64555165,0.61796518,0.42478073,0.02592003,0.90140385,0.64161857,0,0.00219047,4.24E-31,7.87E-108,6.87E-165
LOC100507244,0.25615,0,-0.18185,0,0,0.26031,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507250,-0.22706,0.16562,0.33897,-0.1081664,-0.5937743,0.65771,0.83594,-0.17346,0.08244561,-0.0831871,1,1,1,1,1,0,0.03227909,0,1,1
LOC100507254,-0.23457,0,-0.45508,0,0,-0.11126,0.13694,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507266,-0.10265,-0.01335,0.18343,-0.4159902,-1.6079174,0.38815,0.03952,-0.20524,0.03995144,0.34531436,0.80797388,1,0.65033709,0.56052956,1,0,0.9182352,0,1,1
LOC100507299,0.79204,0.00902,0.86231,0.01194843,0.24448062,0.61393,-0.01058,-0.02925,0,0.63701607,0.02162647,1,0.0425149,1,1,0,1,0,1,1
LOC100507300,0.02466,0.36118,-0.75482,0,0,0.72975,0,0,1.05452286,1.59538931,1,1,1,1,1,0,1,0,1,1
LOC100507334,0,0,0.12477,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507346,-0.21315,0,-0.52989,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507351,0.05884,0,0.92093,0,0,-0.11126,-0.13651,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507362,-0.0365,0,-0.08284,0,0,0.18715,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507373,0.03907,-0.371,0.26395,0.29170049,0.80105445,-0.01984,-0.1318,-0.5007,0.83537628,0.90532602,0.89553352,1,0.23005835,0.64011946,0.17862017,0,0.66327293,0,1,1
LOC100507377,0,0.23174,0,0.04003815,0.66502172,0.13849,1.42727,0.00603,0.47820295,0.16804556,1,1,1,1,1,0,1,0,1,1
LOC100507384,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507387,0,-0.10328,0,0.25326654,0.05611607,0,1.10634,-0.04114,0.80712407,0.83536981,1,1,1,1,1,0,1,0,1,1
LOC100507389,0,0,0,0.10915181,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507391,0,0,0.12531,0.10026391,0.14959346,-0.45348,0.08184,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507410,-0.13179,-0.22504,0.36461,-0.0653874,1.47050952,1.44344,0.37975,-0.39608,0.78493214,-0.4713634,1,1,1,1,1,0,1,0,1,1
LOC100507412,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507424,0.02889,0.3388,1.69161,-0.5094401,-0.612418,0.14655,0.16585,-0.21924,0.22596361,-0.1771758,1,1,5.46E-07,0.46647449,0.4532965,0.81510494,0.64013663,0,1,1
LOC100507433,0.22019,-0.06913,0.51885,0,0,0,0,0,0.58789213,0.23219975,0.55226057,1,0.11444028,1,1,0,1,0,1,1
LOC100507443,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507462,0.1665,0.53686,-0.24938,-0.3216253,-0.6236247,-0.62745,0.06049,-0.1241,-1.2448744,-0.6861704,1,1,1,1,1,0,1,0,1,1
LOC100507472,-0.01391,0.04748,-0.1281,-0.5329383,-0.0874849,0.04327,0.04861,-0.0725,-0.2342909,-1.0591468,1,1,1,1,1,0,1,0,1,1
LOC100507489,-0.07332,0,0.06561,0.10026391,0.14959346,0.19406,0.18082,0,1.65923183,1.93547972,1,1,1,1,1,0,1,0,1,1
LOC100507501,0.02031,-0.10401,0.37144,-0.9534065,-0.9226963,0.78146,0.57693,-0.23277,-0.2025207,-0.3988208,0.96834821,1,0.3860732,0.19037294,0.23024938,0.01843737,0.04590854,0,0.64677653,0.3363732
LOC100507537,0.05726,0.05121,0.12477,0.35832414,0,-0.06065,0,0.24868,0.20159932,0.11764438,1,1,1,1,1,0,1,0,1,1
LOC100507547,-0.09426,-0.26432,-0.03729,-1.3355319,-1.6510026,-0.60991,-0.68125,0.20992,1.20651384,1.45727605,0.83772607,1,0.94389764,0.04186434,0.00647505,0.15234283,0.03722426,0,1,1
LOC100507557,-0.05344,-0.08733,-0.15168,0.18589236,0.41885232,-0.2099,0.87654,0.28349,0.17758306,0.08355703,0.90653503,1,0.72058616,1,1,0,1,0,1,1
LOC100507564,0.39138,0.58933,0.65624,-0.385723,-1.1199278,0.53411,0.89127,0.31225,-0.4805901,-0.9283761,1,1,1,1,1,0.15790082,0.00855655,0,1,1
LOC100507577,0.03507,0.00204,0.27692,0.18066111,0.42456813,-0.16985,0.28626,-0.49279,0.31678912,0.42976208,0.91936755,1,0.13409823,0.77313139,0.48999329,0.47113499,0.30566775,0.25073827,0.2942251,0.10980661
LOC100507584,0,0,0.12531,0,0,0,-0.31435,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507600,0.59374,-0.06913,0.2558,0.10915181,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100507632,-0.67429,0,-0.63425,0,0,0,0,0,0,0,0.05013042,1,0.11690856,1,1,0,1,0,1,1
LOC100507634,0.16615,0.14663,0.24151,-0.0853444,0.17002894,0.71076,-0.15381,-0.30465,0.29113121,0.99706449,0.6648493,1,0.54167835,1,1,0.08688476,0.68828537,0,1,1
LOC100507651,-0.03392,0,-0.076,0,0,0,0,-0.09822,0,0,1,1,1,1,1,0,1,0,1,1
LOC100508120,-0.14459,0.03994,-0.33722,-0.5076755,-0.3641924,0.14741,0.03867,0.24003,0.43599804,0.67712316,0.67179651,1,0.30464026,1,1,0.72752617,0.9026389,0,1,1
LOC100527964,0.08838,-0.22379,0.09241,-0.1879215,-0.3002731,-0.20748,-0.2154,-0.53623,1.16672471,0.98446599,0.63351807,0.80876144,0.57397725,0.67732897,0.55401599,0.538208,0.24221286,0.13082634,1.43E-06,9.57E-05
LOC100616530,-0.0348,-0.20762,0.18048,0,0,0,0.02431,-0.04114,0.17307684,0.08355703,1,1,1,1,1,0,1,0,1,1
LOC100630918,0.29499,-0.31205,0.78904,-1.3120899,-1.1560524,-0.51648,-0.9996,1.47047,1.56887187,1.71448813,0.35134938,0.72309693,0.00234102,0.07059158,0.10071876,0.17052165,2.39E-05,0.00182234,9.60E-07,1.19E-08
LOC100630923,0.19008,0,0.29703,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100631378,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100652739,-0.1191,0,0.00222,0.07187087,-0.7038086,0.03996,-0.66176,-0.17307,-0.1624681,-0.1637694,1,1,1,1,1,0,1,0,1,1
LOC100652768,0.05846,-0.09741,-0.04894,-0.5459255,-0.3862065,0.55583,-0.14669,-0.41451,0.79509651,0.64689832,0.83614675,1,0.86881164,1,1,0.22885173,0.70649147,0,1,1
LOC100652770,-0.12139,0.09965,-0.12629,0,0,0,0,0,2.03362856,1.25224165,1,1,1,1,1,0,1,0,1,1
LOC100652772,0.29959,0.12264,-0.22278,-0.24533,-0.0291728,0.23696,0.97102,-0.02269,-0.8386697,-0.8990052,0.16966907,0.9054239,0.22884266,0.62364157,0.96390289,0.29157339,8.72E-07,0,1,0.04030351
LOC100652791,0.27782,-0.07966,-0.18608,0,0.14137161,0.06713,-0.05289,-0.09136,0,0,1,1,1,1,1,0,1,0,1,1
LOC100652909,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100652999,-0.0598,0,0.15446,0,0,0,0.07802,0,0.17307684,0.24726704,1,1,1,1,1,0,1,0,1,1
LOC100653515,-0.39602,0.04748,0.31135,0.13650765,0.59571676,0.91616,0.48039,-0.02925,-0.0741799,0.05244244,1,1,0.52990276,1,1,0,1,0,1,1
LOC100862671,-0.0618,-0.65455,0.81822,-0.5995665,0.39519608,1.13822,1.38184,-0.05958,1.25091037,1.06654058,0.78524921,0.33658865,4.66E-10,1,1,6.96E-11,1.47E-27,0.84299818,1.43E-12,2.28E-09
LOC100873065,0,0,0.12516,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100996291,0.05656,0,0.12531,0.10026391,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC100996307,-0.63386,-0.46349,-0.41528,-1.55776,-1.754937,0.13882,-0.693,-0.893,-0.1690193,0.39441322,1,1,0.39814226,1,1,0.79486493,0.01831804,0,1,1
LOC100996455,-0.0365,0.07897,0.03433,-0.0400523,-0.4215658,0.2824,0.97967,0.15,0.7153822,0.88427834,1,1,1,1,1,0,1,0,1,1
LOC101054525,0,0.09219,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC101055625,0.09343,0,0,0,0,0.25275,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC101059948,0.17185,0.01315,1.37576,0,0,1.10727,0.11831,-0.02925,-0.9267036,-0.4921504,1,1,1,1,1,0,1,0,1,1
LOC101101776,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC113230,0.13789,-0.78193,-0.58912,-1.6726664,-1.8800583,-0.71127,-0.67567,0.9955,0.63160735,0.84138696,0.7533601,0.27720476,0.22579995,1,1,0.00380917,0.0016634,0.02179799,0.1402434,0.04551598
LOC115110,-0.0348,0.09219,-0.07817,0,0,1.82824,0,0,0.35997826,0,1,1,1,1,1,7.29E-06,1,0,1,1
LOC116437,0,0,0,0,0,0,0,0,-0.1438204,-0.144094,1,1,1,1,1,0,1,0,1,1
LOC143666,-0.04869,-0.64985,-0.01268,-1.7479502,-1.2318766,-0.31652,-1.06375,1.15207,0.55635692,1.53532565,0.9155432,1,0.97776088,0.00485318,0.05581739,0.3624516,1,0,1,3.69E-05
LOC144486,0.00087,-0.32479,-0.11895,0.09852647,-0.6453983,0.5411,0.04689,0.35947,0.33417158,1.10296918,1,1,1,1,1,0.2124011,0.92097534,0,1,1
LOC144742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC145474,0.01949,0,-0.076,0,0,0,0.11831,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC145783,0.08924,-0.18041,0.23512,-0.2717144,-0.6855546,-0.36257,-0.01089,0.15881,-0.2922541,-0.5696539,0.73848764,0.80412908,0.27676121,0.35081749,0.05857529,0.24151822,0.94868884,0.77153807,0.42247184,0.11890957
LOC145820,-0.0348,0.05121,0.03945,0,0,0.1079,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC145837,-0.32681,0.46594,-0.47085,-0.9523404,-1.3636454,-0.12568,0.34315,-0.05676,0.38439302,-0.0655677,1,1,1,1,1,0,1,0,1,1
LOC145845,0,0,0,0,0,0.1079,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC146481,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC146513,-0.05845,0,-0.26246,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC146880,0.15664,-0.05627,0.07753,-0.2046393,0.38649894,0.0134,-0.14043,-0.08495,0.86710937,0.99457443,0.18152182,0.94142319,0.50584845,0.49622767,0.19679344,0.96082253,0.36997301,0.80372084,3.96E-09,1.32E-12
LOC147093,0.05884,0,0.19832,0,0,0,0,0,-0.3149328,-0.146284,1,1,1,1,1,0,1,0,1,1
LOC147646,-0.03392,0,0.3409,0.35832414,0,0,0,-0.02925,0.50127593,0,1,1,1,1,1,0,1,0,1,1
LOC148145,0,0,0.12477,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC148413,-0.07296,-0.71655,-0.10945,-0.6433015,-0.7379712,-0.53169,-0.28166,0.30886,-0.0546236,0.21466414,0.63085339,0.28787529,0.35370117,0.17882141,0.01859356,0.00261557,0.02146703,0.17898827,0.8326302,0.35128721
LOC148696,0.0685,-0.15793,-0.0276,0,0,0,0.11217,0,-0.8862235,-0.5764467,1,1,1,1,1,0,1,0,1,1
LOC148709,-0.09159,0.56172,0.66874,-0.695654,-0.4966526,-0.21517,-1.01126,-0.02925,1.22795245,0.73943483,1,1,1,1,1,0,1,0,1,1
LOC149086,0,0,0.24449,0,0,0,0,0,-0.1438204,-0.144094,1,1,1,1,1,0,1,0,1,1
LOC149134,0.09664,0.22072,0.25561,-0.9236282,-0.3760028,0.30213,-0.24188,-0.49165,0.0334065,-0.3663548,0.83484452,1,0.58641122,1,1,0,0.61141442,0,1,1
LOC149373,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC149950,0,0,0,0,0.14137161,0,0.11831,0,0,0.25890683,1,1,1,1,1,0,1,0,1,1
LOC150185,0.05726,0,0.12477,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC150197,-0.14042,-0.07472,-0.38395,-0.255143,0.01924855,0.42722,-0.4314,0.98059,2.49814822,2.09004206,0.75012818,1,0.39894411,1,1,0,1,0,1,1
LOC150381,0.16667,0.21745,-0.13718,-1.2652282,-1.2169086,-0.73289,-0.2544,-0.74095,-1.3564497,-0.8880217,0.4658163,0.81081042,0.54334208,1,1,0.00434331,0.18704122,0.06034612,0.00046184,0.01975118
LOC150568,0,0,0.12477,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC150622,0.02051,0.12364,0.27043,-0.2070152,-0.2343606,0,0.13539,0,0.50127593,0.82701059,1,1,1,1,1,0,1,0,1,1
LOC150776,0.30971,-0.22795,0.35653,-0.4921137,-0.409472,0.04411,-0.4993,0.25964,0.75966518,0.8867227,0.01306201,0.79734505,4.28E-05,0.3547539,0.3379548,0.81968295,1.51E-05,0.36605493,1.98E-06,1.44E-05
LOC150935,0,0,0,0,0,0,0,0.38762,-0.1624681,0.08355703,1,1,1,1,1,0,1,0,1,1
LOC151009,0.32407,-0.07472,0.61632,-0.9453235,-0.6397614,-0.16831,-0.51645,0.01356,0.20734784,0.6183244,1,1,1,1,1,0,1,0,1,1
LOC151171,0.08369,-0.28272,0.17448,0,0,0,0,0,-0.1624681,0.12177246,1,1,1,1,1,0,1,0,1,1
LOC151174,-0.21908,0,0.00689,0.10915181,0,-0.61039,-0.12712,-0.05306,0.20734784,-0.144094,1,1,1,1,1,0.05283026,1,0,1,1
LOC151484,0,0.05121,0.12531,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC152217,-0.04943,-0.28388,-0.23231,-0.8347662,-1.0969109,-0.79431,-1.12811,0.11314,0.69185501,0.88134471,0.82466393,0.63825398,0.18607132,0.22975304,0.09859711,0.00034329,7.52E-17,0.68860297,0.00076068,1.11E-05
LOC152225,0.33252,0.23979,0.25689,0,0.14959346,1.32464,-0.00567,0,0.38705164,-0.3995581,0.38127816,1,0.56414762,1,1,2.63E-05,1,0,1,1
LOC152578,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC152742,0.47472,-0.06913,0.17013,0.95727651,-0.0891947,0,-1.2712,-0.02925,0.41344678,-0.3876416,1,1,1,1,1,0,1,0,1,1
LOC153684,0.28105,-0.26827,-0.32925,-0.0657803,-0.1045653,0.13109,-0.46977,-0.25779,0.04616479,-0.244236,0.26213569,0.77133722,0.30743211,0.8743564,0.84782624,0.70277095,0.02313751,0.66657205,1,1
LOC153910,-0.03392,0,0.04186,0,0.14959346,0.10599,-0.12174,-0.1433,0.17758306,0.7515311,1,1,1,1,1,0,1,0,1,1
LOC154092,0.0185,0.09219,0.2837,0,0.14959346,-0.06065,-0.05289,0.26467,0.36188165,0,1,1,1,1,1,0,1,0,1,1
LOC154449,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC154761,-0.25209,-0.04191,0.11918,-0.2064016,1.08510206,-0.401,0.58804,-0.1535,-0.3490517,0.2867389,1,1,1,1,1,0,1,0,1,1
LOC154872,0,0,0,0,0,0,0,0,0,0.25890683,1,1,1,1,1,0,1,0,1,1
LOC155060,0.12492,-0.65529,-0.13126,-0.6683174,-0.3652623,-0.73356,-0.00504,0.35921,0.52636094,0.89321207,0.41161829,0.34880637,0.36692348,0.16512791,0.53979912,0.04751622,0.97270553,0.20194037,0.08017088,0.00115115
LOC157273,0.05884,0,0,0,0,-0.38545,-0.13651,0.33908,0,0,1,1,1,1,1,0,1,0,1,1
LOC157381,0,0,0.12516,0.08811048,-0.1259412,0.18715,0.64804,0.19956,0.19797749,-0.2803812,1,1,1,1,1,0,0.10238205,0,1,1
LOC158376,0.0087,0,-0.01364,0,0.53355122,0,-0.31435,0,-0.1624681,0.08355703,1,1,1,1,1,0,1,0,1,1
LOC158434,0,0.05121,0,-0.7131631,-1.2287471,-0.15734,-0.72213,-0.23078,0.81065222,0.38427056,1,1,1,1,1,0,1,0,1,1
LOC158435,0.05726,0.05121,0.12531,-0.2822434,-0.5162489,0,-0.31919,-0.44048,-0.6568462,-0.0829408,1,1,1,1,1,0,1,0,1,1
LOC158572,0.361,-0.36921,0.41584,0.75319893,-0.0430408,-0.01275,-0.05456,0.80614,0.22535715,0.26338562,0.26186795,0.67399451,0.19728047,0.20701803,1,0.97546468,0.86299657,0,1,1
LOC158696,0.05726,0,0.12477,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC1720,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC200726,0,0,0,0.27726619,0,0,0,-0.04114,0.36623664,0,1,1,1,1,1,0,1,0,1,1
LOC200772,0.05726,0,0.12531,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC201617,0.1626,0.04748,0.09,-0.1337056,-0.4001554,0.07405,0.06428,0.13251,-0.2695304,-0.2774587,1,1,1,1,1,0,1,0,1,1
LOC201651,0.01861,-0.04703,-0.08284,0.63108654,0.63741882,-0.1871,0.93739,-0.28906,0.34948968,0.24569761,1,0.95913153,1,0.11122956,0.11377302,0,1,0.29527898,0.06162447,0.32957684
LOC202181,0.54995,0.25557,-0.04034,-0.041097,-0.4975349,-0.40364,-0.448,0.31188,-0.6219292,-0.3211004,0.01550347,1,0.90078304,1,1,0.41304859,0.10877473,0,0.13794473,0.40489358
LOC202781,0.08716,0.19392,-0.47497,-0.8361966,-1.1056677,-0.27975,-0.58638,0.63414,2.04095635,1.80359528,0.71562827,0.81133097,0.04334222,0.07220737,0.00261245,0.16941585,0.00099094,0.11478256,4.69E-18,3.53E-11
LOC220729,0.19878,0.08158,-0.22467,0.23162592,0.05826373,-0.5599,-0.26465,0.49725,0.31112795,0.62107091,0.18737013,0.92213588,0.12563357,0.5900986,0.88892622,0.02132692,0.27491007,0.1292544,0.23002377,0.007439
LOC221122,-0.0365,0,-0.08284,0,0,0,0,0.31719,0,0.25890683,1,1,1,1,1,0,1,0,1,1
LOC253039,-0.16615,0.07665,0.03082,-0.0596421,-0.554198,0.50182,1.04736,-0.39647,0.3408072,0.55203461,0.31877838,0.91021522,0.86979589,0.87266549,0.06523609,0.01311824,1.00E-23,0.28608602,0.06346477,0.00050596
LOC253044,0,0,0.12531,0,0,0,-0.13135,-0.13221,0,0,1,1,1,1,1,0,1,0,1,1
LOC253573,0,0,0,0,0,0,0,0,0,0.81871408,1,1,1,1,1,0,1,0,1,1
LOC254099,0,0,0,0,0,0.00512,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC254100,-0.21819,-0.66708,-0.43895,-0.7639357,-0.4679415,0.17558,-0.50416,1.11351,0.21797931,1.13823071,0.56159308,1,0.22884266,1,1,0,0.22834377,0,1,1
LOC254128,-0.01053,0.10371,0.12984,-0.1866656,-0.1777259,-0.03716,0.23528,0.22525,0.05172655,-0.0140935,0.97341789,0.91021522,0.54180236,0.64326822,0.72509467,0.88332429,0.15119735,0.67843261,0.89319407,0.97138166
LOC254559,0.05656,-0.19158,0.29784,0.26153348,0.45566574,-0.27501,-0.23526,-0.25746,-0.0622283,0.2737341,1,1,1,1,1,0,0.58167639,0,1,1
LOC254896,0.0791,-0.26361,-0.99555,-1.1597181,-0.9925966,-0.22371,0.16378,0.24356,-0.2963343,-0.7477639,1,0.77896419,1,0.14172166,0.21176817,0.40634685,0.40972712,0.69581983,0.53971008,0.12483494
LOC255025,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC255130,0.11713,0,0.48638,0.13699555,-0.1441777,0.63037,0.05487,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC255167,0.02152,-0.02082,0.28715,-0.0905403,0.0031317,-0.71888,0.12315,0,2.06510142,1.93547972,1,1,1,1,1,0,1,0,1,1
LOC255411,0.14066,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
LOC255512,0.01045,0.11305,-0.3336,-1.0147859,-1.0311871,0.01412,-0.39018,1.03018,-0.0914955,0.3714892,0.98351792,1,0.43960104,1,1,0.97485968,0.34764692,0,1,1
LOC255654,0,0.05121,0,0,0,0,0,-0.05306,0,0.29746973,1,1,1,1,1,0,1,0,1,1
LOC256021,-0.14372,-0.10371,-0.4687,0.01622534,-1.0924296,1.23663,1.92184,0.05307,2.20028482,1.79426047,1,1,1,1,1,0.00450598,6.82E-07,0,4.99E-06,0.00012866
LOC256880,-0.05209,0.03708,-0.19086,-0.3333875,-0.0150251,0.80471,-0.0949,0.38177,1.19557243,1.40851118,0.91774587,1,0.71841091,1,1,0,1,0,1,1
LOC257358,0,0,0,0.36289771,0.44053214,0.26781,1.66357,-0.02925,0.0357618,-0.3995581,1,1,1,1,1,0,1,0,1,1
